+0.000000 +0.000000 -0.000000
+0.031250 +0.000000 +1.400120
+0.062500 +0.000000 +3.287026
+0.093750 +0.000000 +4.143299
+0.125000 +0.000000 +3.236905
+0.156250 +0.000000 +0.328069
+0.187500 +0.000000 -4.530141
+0.218750 +0.000000 -11.104414
+0.250000 +0.000000 -19.046455
+0.281250 +0.000000 -27.935561
+0.312500 +0.000000 -37.310615
+0.343750 +0.000000 -46.696762
+0.375000 +0.000000 -55.628828
+0.406250 +0.000000 -63.672098
+0.437500 +0.000000 -70.440493
+0.468750 +0.000000 -75.612029
+0.500000 +0.000000 -78.941406
+0.531250 +0.000000 -80.269612
+0.562500 +0.000000 -79.530474
+0.593750 +0.000000 -76.754024
+0.625000 +0.000000 -72.066578
+0.656250 +0.000000 -65.687354
+0.687500 +0.000000 -57.921502
+0.718750 +0.000000 -49.149532
+0.750000 +0.000000 -39.813321
+0.781250 +0.000000 -30.399155
+0.812500 +0.000000 -21.418384
+0.843750 +0.000000 -13.385900
+0.875000 +0.000000 -6.794684
+0.906250 +0.000000 -2.078253
+0.937500 +0.000000 +0.465704
+0.968750 +0.000000 +0.867880
+1.000000 +0.000000 -0.000000
+0.000000 +0.031250 +1.400120
+0.031250 +0.031250 +0.599988
+0.062500 +0.031250 -0.038449
+0.093750 +0.031250 -0.979532
+0.125000 +0.031250 -2.673714
+0.156250 +0.031250 -5.369743
+0.187500 +0.031250 -9.127757
+0.218750 +0.031250 -13.866099
+0.250000 +0.031250 -19.403789
+0.281250 +0.031250 -25.493971
+0.312500 +0.031250 -31.850384
+0.343750 +0.031250 -38.169150
+0.375000 +0.031250 -44.147308
+0.406250 +0.031250 -49.498821
+0.437500 +0.031250 -53.968365
+0.468750 +0.031250 -57.342938
+0.500000 +0.031250 -59.461269
+0.531250 +0.031250 -60.220923
+0.562500 +0.031250 -59.582996
+0.593750 +0.031250 -57.574290
+0.625000 +0.031250 -54.286869
+0.656250 +0.031250 -49.874901
+0.687500 +0.031250 -44.548761
+0.718750 +0.031250 -38.566416
+0.750000 +0.031250 -32.222132
+0.781250 +0.031250 -25.832482
+0.812500 +0.031250 -19.719285
+0.843750 +0.031250 -14.188125
+0.875000 +0.031250 -9.498816
+0.906250 +0.031250 -5.819560
+0.937500 +0.031250 -3.148718
+0.968750 +0.031250 -1.181771
+1.000000 +0.031250 +0.867880
+0.000000 +0.062500 +3.513429
