+0.000000 +0.000000 +1.000000
+0.031250 +0.000000 +1.000000
+0.062500 +0.000000 +1.000000
+0.093750 +0.000000 +1.000000
+0.125000 +0.000000 +1.000000
+0.156250 +0.000000 +1.000000
+0.187500 +0.000000 +1.000000
+0.218750 +0.000000 +1.000000
+0.250000 +0.000000 +1.000000
+0.281250 +0.000000 +1.000000
+0.312500 +0.000000 +1.000000
+0.343750 +0.000000 +1.000000
+0.375000 +0.000000 +1.000000
+0.406250 +0.000000 +1.000000
+0.437500 +0.000000 +1.000000
+0.468750 +0.000000 +1.000000
+0.500000 +0.000000 +1.000000
+0.531250 +0.000000 +1.000000
+0.562500 +0.000000 +1.000000
+0.593750 +0.000000 +1.000000
+0.625000 +0.000000 +1.000000
+0.656250 +0.000000 +1.000000
+0.687500 +0.000000 +1.000000
+0.718750 +0.000000 +1.000000
+0.750000 +0.000000 +1.000000
+0.781250 +0.000000 +1.000000
+0.812500 +0.000000 +1.000000
+0.843750 +0.000000 +1.000000
+0.875000 +0.000000 +1.000000
+0.906250 +0.000000 +1.000000
+0.937500 +0.000000 +1.000000
+0.968750 +0.000000 +1.000000
+1.000000 +0.000000 +1.000000
+0.000000 +0.031250 +0.968750
+0.031250 +0.031250 +0.966844
+0.062500 +0.031250 +0.964923
+0.093750 +0.031250 +0.963007
+0.125000 +0.031250 +0.961143
+0.156250 +0.031250 +0.959389
+0.187500 +0.031250 +0.957808
+0.218750 +0.031250 +0.956461
+0.250000 +0.031250 +0.955399
+0.281250 +0.031250 +0.954664
+0.312500 +0.031250 +0.954287
+0.343750 +0.031250 +0.954283
+0.375000 +0.031250 +0.954654
+0.406250 +0.031250 +0.955389
+0.437500 +0.031250 +0.956463
+0.468750 +0.031250 +0.957837
+0.500000 +0.031250 +0.959460
+0.531250 +0.031250 +0.961272
+0.562500 +0.031250 +0.963200
+0.593750 +0.031250 +0.965167
+0.625000 +0.031250 +0.967091
+0.656250 +0.031250 +0.968888
+0.687500 +0.031250 +0.970479
+0.718750 +0.031250 +0.971794
+0.750000 +0.031250 +0.972777
+0.781250 +0.031250 +0.973390
+0.812500 +0.031250 +0.973616
+0.843750 +0.031250 +0.973463
+0.875000 +0.031250 +0.972962
+0.906250 +0.031250 +0.972164
+0.937500 +0.031250 +0.971141
+0.968750 +0.031250 +0.969975
+1.000000 +0.031250 +0.968750
+0.000000 +0.062500 +0.937500
+0.031250 +0.062500 +0.933679
+0.062500 +0.062500 +0.929820
+0.093750 +0.062500 +0.925967
+0.125000 +0.062500 +0.922213
+0.156250 +0.062500 +0.918678
+0.187500 +0.062500 +0.915492
+0.218750 +0.062500 +0.912776
+0.250000 +0.062500 +0.910636
+0.281250 +0.062500 +0.909159
+0.312500 +0.062500 +0.908403
+0.343750 +0.062500 +0.908402
+0.375000 +0.062500 +0.909160
+0.406250 +0.062500 +0.910652
+0.437500 +0.062500 +0.912828
+0.468750 +0.062500 +0.915610
+0.500000 +0.062500 +0.918896
+0.531250 +0.062500 +0.922562
+0.562500 +0.062500 +0.926464
+0.593750 +0.062500 +0.930444
+0.625000 +0.062500 +0.934335
+0.656250 +0.062500 +0.937970
+0.687500 +0.062500 +0.941188
+0.718750 +0.062500 +0.943845
+0.750000 +0.062500 +0.945828
+0.781250 +0.062500 +0.947059
+0.812500 +0.062500 +0.947504
+0.843750 +0.062500 +0.947177
+0.875000 +0.062500 +0.946140
+0.906250 +0.062500 +0.944501
+0.937500 +0.062500 +0.942403
+0.968750 +0.062500 +0.940013
+1.000000 +0.062500 +0.937500
+0.000000 +0.093750 +0.906250
+0.031250 +0.093750 +0.900494
+0.062500 +0.093750 +0.894679
+0.093750 +0.093750 +0.888870
+0.125000 +0.093750 +0.883209
+0.156250 +0.093750 +0.877881
+0.187500 +0.093750 +0.873080
+0.218750 +0.093750 +0.868992
+0.250000 +0.093750 +0.865779
+0.281250 +0.093750 +0.863571
+0.312500 +0.093750 +0.862457
+0.343750 +0.093750 +0.862488
